"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","User_Score","Rating"
"Need for Speed: Shift","PC",2009,"Racing","Electronic Arts",0,0.05,0,0.01,0.06,5.8,"E"
"Mercury Meltdown","PSP",2006,"Action","Atari",0.05,0,0,0.01,0.06,7.8,"E"
"Exist Archive: The Other Side of the Sky","PSV",2015,"Role-Playing","Aksys Games",0.01,0,0.05,0,0.06,8.3,"T"
"Zoo Tycoon 2","PC",2004,"Strategy","Microsoft Game Studios",0,0.05,0,0.01,0.06,8.1,"E"
"Brave: A Warrior's Tale","X360",2009,"Action","SouthPeak Games",0.05,0.01,0,0,0.06,5,"E10+"
"Fatal Frame","XB",2002,"Action","Tecmo Koei",0.04,0.01,0,0,0.06,8.6,"T"
"Urban Chaos: Riot Response","PS2",2006,"Shooter","Eidos Interactive",0.03,0.02,0,0.01,0.06,7.8,"M"
"Tom Clancy's Ghost Recon: Advanced Warfighter","PS2",2006,"Shooter","Ubisoft",0.03,0.02,0,0.01,0.06,4.6,"T"
"Ivy the Kiwi?","Wii",2010,"Puzzle","Rising Star Games",0.04,0.02,0,0,0.06,7.2,"E"
"Resident Evil 2","GC",2003,"Action","Capcom",0.04,0.01,0,0,0.06,8.5,"M"
"Catwoman","XB",2004,"Action","Electronic Arts",0.04,0.01,0,0,0.06,4.6,"T"
"Top Gun: Hard Lock","X360",2012,"Action","505 Games",0.03,0.02,0,0,0.06,3.5,"T"
"Warriors Orochi 2","X360",2008,"Action","Tecmo Koei",0.04,0,0.01,0,0.06,8.1,"T"
"Mana Khemia: Alchemists of Al-Revis","PS2",2007,"Role-Playing","Nippon Ichi Software",0.03,0.02,0,0.01,0.06,7.5,"E10+"
"Street Fighter V","PC",2016,"Fighting","Capcom",0,0.05,0,0,0.06,2.9,"T"
"Zone of the Enders: The Fist of Mars","GBA",2001,"Role-Playing","Konami Digital Entertainment",0.04,0.02,0,0,0.06,9,"E"
"MX vs. ATV Supercross Encore","PS4",2015,"Sports","Nordic Games",0,0.05,0,0.01,0.06,4.1,"E"
"Gun Showdown","PSP",2006,"Action","Activision",0.05,0,0,0.01,0.06,7.6,"M"
"Tiger Woods PGA Tour 08","DS",2007,"Sports","Electronic Arts",0.05,0,0,0,0.06,7.6,"E"
"Constantine","XB",2005,"Action","SCi",0.04,0.01,0,0,0.06,7.1,"M"
"Tom Clancy's Splinter Cell: Double Agent","GC",2006,"Action","Ubisoft",0.04,0.01,0,0,0.06,7.1,"M"
"Samurai Shodown Anthology","Wii",2008,"Fighting","Ignition Entertainment",0.05,0,0,0,0.06,8.2,"T"
"S.T.A.L.K.E.R.: Shadow of Chernobyl","PC",2007,"Shooter","THQ",0.01,0.04,0,0.01,0.06,8.4,"M"
"Nanostray","DS",2005,"Shooter","Majesco Entertainment",0.05,0,0,0,0.06,7.7,"E"
"Samurai Jack: The Shadow of Aku","PS2",2004,"Action","Sega",0.03,0.02,0,0.01,0.06,8.4,"T"
"Tropico 5","X360",2014,"Simulation","Kalypso Media",0.03,0.02,0,0,0.06,7.2,"T"
"Winx Club: Quest for the Codex","DS",2006,"Action","Konami Digital Entertainment",0.03,0.02,0,0,0.06,6.8,"E"
"Rugby World Cup 2015","PS4",2015,"Sports","Ubisoft",0,0.05,0,0.01,0.06,1.9,"E"
"Lost Kingdoms II","GC",2003,"Role-Playing","Activision",0.04,0.01,0,0,0.06,9.1,"T"
"Aggressive Inline","GC",2002,"Sports","Acclaim Entertainment",0.04,0.01,0,0,0.06,7.8,"T"
"Viewtiful Joe: Red Hot Rumble","GC",2005,"Action","Capcom",0.04,0.01,0,0,0.06,6.9,"T"
"Blade Dancer: Lineage of Light","PSP",2006,"Role-Playing","Atari",0.05,0,0,0,0.06,6.9,"E10+"
"Hakuoki: Stories of the Shinsengumi","PS3",2010,"Adventure","Idea Factory",0.03,0,0.03,0.01,0.06,6.5,"M"
"X-Men: Destiny","DS",2011,"Action","Activision",0.05,0.01,0,0,0.06,5.6,"E10+"
"The Sims 2: University","PC",2005,"Simulation","Electronic Arts",0.01,0.04,0,0.01,0.06,7.8,"T"
"Generation of Chaos","PSP",2005,"Role-Playing","Midas Interactive Entertainment",0.05,0,0,0,0.06,7.7,"T"
"Pump It Up: Exceed","PS2",2005,"Misc","Mastiff",0.03,0.02,0,0.01,0.06,8.4,"T"
"Tokyo Twilight Ghost Hunters","PS3",2014,"Role-Playing","Aksys Games",0.03,0,0.02,0.01,0.06,6.4,"T"
"MotorStorm RC","PSV",2012,"Racing","Sony Computer Entertainment",0,0.04,0,0.01,0.06,6.8,"E"
"Harry Potter and the Sorcerer's Stone","PC",2001,"Action","Electronic Arts",0.01,0.04,0,0.01,0.06,7.8,"E"
"Scurge: Hive","DS",2006,"Action","SouthPeak Games",0.05,0,0,0,0.06,8.6,"E10+"
"Remember Me","PC",2013,"Action","Capcom",0,0.05,0,0,0.06,7.4,"M"
"NBA Live 07","XB",2006,"Sports","Electronic Arts",0.04,0.01,0,0,0.06,6.8,"E"
"Handball 16","PS4",2015,"Sports","Bigben Interactive",0,0.05,0,0.01,0.06,3,"E"
"Ride to Hell","X360",2013,"Racing","Deep Silver",0.04,0.01,0,0.01,0.06,1.3,"M"
"The Saboteur","PC",2009,"Action","Electronic Arts",0,0.05,0,0.01,0.06,8,"M"
"Hail to the Chimp","X360",2008,"Misc","Gamecock",0.05,0,0,0,0.06,6.1,"T"
"Tom Clancy's Rainbow Six 3","GC",2004,"Shooter","Ubisoft",0.04,0.01,0,0,0.06,8.2,"M"
"Rocket League","PC",2016,"Sports","505 Games",0.01,0.04,0,0,0.06,8.2,"E"
"V-Rally 3","PS2",2002,"Racing","Atari",0.03,0.02,0,0.01,0.06,7.4,"E"
"Mirror's Edge","PC",2009,"Platform","Electronic Arts",0,0.05,0,0.01,0.06,8.1,"T"
"Titan Quest","PC",2006,"Role-Playing","THQ",0.01,0.04,0,0.01,0.06,8.1,"T"
"Amazing Island","GC",2004,"Strategy","Sega",0.04,0.01,0,0,0.06,6.6,"E"
"Izuna 2: The Unemployed Ninja Returns","DS",2007,"Role-Playing","Success",0.05,0,0,0,0.06,7.9,"T"
"Gothic 3","PC",2006,"Role-Playing","JoWood Productions",0,0.05,0,0.01,0.06,7.3,"T"
"7 Days to Die","XOne",2016,"Action","Telltale Games",0.03,0.02,0,0,0.05,5.2,"M"
"Alvin and the Chipmunks","Wii",2007,"Misc","Eidos Interactive",0.05,0,0,0,0.05,3.6,"E"
"Final Fight: Streetwise","PS2",2006,"Action","Capcom",0.03,0.02,0,0.01,0.05,6.2,"M"
"Speed Kings","XB",2003,"Racing","Acclaim Entertainment",0.04,0.01,0,0,0.05,8.8,"E"
"Rebelstar: Tactical Command","GBA",2005,"Strategy","Atari",0.04,0.01,0,0,0.05,9.1,"E10+"
"F1 2010","PC",2010,"Racing","Codemasters",0,0.05,0,0.01,0.05,6.6,"E"
"Gladiator: Sword of Vengeance","XB",2003,"Action","Acclaim Entertainment",0.04,0.01,0,0,0.05,7.1,"M"
"Dungeon Keeper 2","PC",1999,"Action","Electronic Arts",0,0.05,0,0.01,0.05,8.8,"M"
"Bombastic","PS2",2002,"Puzzle","Capcom",0.03,0.02,0,0.01,0.05,7.2,"E"
"Coraline","Wii",2009,"Action","D3Publisher",0.05,0,0,0,0.05,5.5,"E10+"
"Hearts of Iron IV","PC",2016,"Strategy","Paradox Interactive",0,0.05,0,0,0.05,6.9,""
"Wing Commander: Prophecy","GBA",2003,"Simulation","Destination Software, Inc",0.04,0.01,0,0,0.05,8.3,"T"
"Marc Ecko's Getting Up: Contents Under Pressure","PS2",2006,"Action","Atari",0.03,0.02,0,0.01,0.05,7.2,"M"
"Sega Soccer Slam","XB",2002,"Sports","Sega",0.04,0.01,0,0,0.05,8.5,"E"
"Enemy Front","PS3",2014,"Shooter","City Interactive",0.01,0.04,0,0.01,0.05,6,"M"
"Front Mission Evolved","PC",2010,"Shooter","Square Enix",0.05,0,0,0,0.05,5.1,"T"
"Dynasty Warriors 5","XB",2005,"Action","Tecmo Koei",0.04,0.01,0,0,0.05,8,"T"
"The Lost Chronicles of Zerzura","PC",2012,"Adventure","DTP Entertainment",0,0.05,0,0.01,0.05,6.7,""
"4 Elements","PC",2009,"Puzzle","Mastertronic",0,0.04,0,0.01,0.05,7.4,"E"
"Murdered: Soul Suspect","PC",2014,"Action","Square Enix",0,0.05,0,0,0.05,7.4,"M"
"Rez","PS2",2001,"Shooter","Sony Computer Entertainment",0.03,0.02,0,0.01,0.05,8.3,"E"
"Neverland Card Battles","PSP",2008,"Role-Playing","Idea Factory",0.04,0,0,0.01,0.05,7.8,"T"
"Lufia: The Ruins of Lore","GBA",2002,"Role-Playing","Taito",0.04,0.01,0,0,0.05,8.3,"E"
"UEFA Euro 2004: Portugal","XB",2004,"Sports","Electronic Arts",0.04,0.01,0,0,0.05,8.1,"E"
"Airline Tycoon 2","PC",2011,"Simulation","Kalypso Media",0,0.04,0,0.01,0.05,5.5,"E"
"Medabots: Infinity","GC",2003,"Role-Playing","Ubisoft",0.04,0.01,0,0,0.05,8,"E"
"IL-2 Sturmovik: Cliffs of Dover","PC",2011,"Simulation","Ubisoft",0,0.04,0,0.01,0.05,7.1,"T"
"NFL Blitz Pro","XB",2003,"Sports","Midway Games",0.04,0.01,0,0,0.05,6.6,"E"
"Black Sigil: Blade of the Exiled","DS",2009,"Role-Playing","Graffiti",0.05,0,0,0,0.05,7.5,"E"
"Death Jr. II: Root of Evil","PSP",2006,"Platform","Konami Digital Entertainment",0.05,0,0,0,0.05,7.3,"T"
"Wakeboarding Unleashed Featuring Shaun Murray","XB",2003,"Sports","Activision",0.04,0.01,0,0,0.05,8.8,"E"
"Mighty No. 9","PS4",2016,"Platform","Deep Silver",0.04,0,0,0.01,0.05,3.5,"E10+"
"Samurai Champloo: Sidetracked","PS2",2006,"Action","Namco Bandai Games",0.03,0.02,0,0.01,0.05,7.2,"T"
"Dead or Alive Xtreme 3: Fortune","PS4",2016,"Sports","Tecmo Koei",0,0,0.05,0,0.05,7.8,""
"Medal of Honor: Airborne","PC",2007,"Shooter","Electronic Arts",0,0.04,0,0.01,0.05,7.3,"T"
"Men of War: Assault Squad","PC",2011,"Strategy","1C Company",0.01,0.03,0,0.01,0.05,8.2,"T"
"Rhapsody: A Musical Adventure","DS",2008,"Role-Playing","Nippon Ichi Software",0.05,0,0,0,0.05,6.8,"E"
"Dead Island Definitive Collection","XOne",2016,"Action","Deep Silver",0.02,0.03,0,0,0.05,4.9,"M"
"PAC-MAN and the Ghostly Adventures","WiiU",2013,"Platform","Namco Bandai Games",0.03,0.01,0,0,0.05,6.5,"E10+"
"Virtua Striker 2002","GC",2002,"Sports","Sega",0.01,0,0.03,0,0.05,6,"E"
"UEFA Champions League 2006-2007","X360",2007,"Sports","Electronic Arts",0.04,0.01,0,0,0.05,8.2,"E"
"F1 2015","PC",2015,"Racing","Codemasters",0,0.05,0,0,0.05,3.6,"E"
"Aliens in the Attic","DS",2009,"Action","Playlogic Game Factory",0.05,0,0,0,0.05,6,"E10+"
"Hunted: The Demon's Forge","PC",2011,"Action","Bethesda Softworks",0.03,0.01,0,0,0.05,6.6,"M"
"Otogi 2: Immortal Warriors","XB",2003,"Action","Sega",0.04,0.01,0,0,0.05,8.3,"T"
"Legend of Kay","PS2",2005,"Action","JoWood Productions",0.03,0.02,0,0.01,0.05,7.3,"E10+"
"Lucha Libre AAA: Heroes del Ring","X360",2010,"Fighting","Konami Digital Entertainment",0.05,0,0,0,0.05,6.3,"T"
"Piglet's Big Game","GC",2003,"Platform","Gotham Games",0.04,0.01,0,0,0.05,8,"E"
"Tom Clancy's HAWX 2","PC",2010,"Action","Ubisoft",0,0.04,0,0.01,0.05,3.8,"T"
"Myth Makers: Orbs of Doom","Wii",2007,"Puzzle","Popcorn Arcade",0.05,0,0,0,0.05,1.1,"E"
"Fallout: Brotherhood of Steel","XB",2004,"Role-Playing","Avalon Interactive",0.04,0.01,0,0,0.05,5.5,"M"
"IndyCar Series","XB",2003,"Racing","Codemasters",0.04,0.01,0,0,0.05,7.8,"E"
"Teenage Mutant Ninja Turtles: Mutants in Manhattan","PS3",2016,"Action","Activision",0.01,0.03,0,0.01,0.05,3.4,"T"
"Killing Floor 2 ","PS4",2016,"Shooter","Tripwire Interactive",0.03,0.01,0,0.01,0.05,8,"M"
"Ferrari F355 Challenge","PS2",2002,"Racing","Sony Computer Entertainment",0.03,0.02,0,0.01,0.05,4.4,"E"
"Mortal Kombat X","PC",2015,"Fighting","Warner Bros. Interactive Entertainment",0.01,0.04,0,0,0.05,5.1,"M"
"Cities in Motion","PC",2011,"Simulation","Paradox Interactive",0,0.04,0,0.01,0.05,7.7,"E"
"Shifters","PS2",2002,"Adventure","3DO",0.03,0.02,0,0.01,0.05,5.9,"T"
"Bladestorm: Nightmare","XOne",2015,"Action","Tecmo Koei",0.03,0.02,0,0,0.05,7.1,"T"
"TNA iMPACT: Cross the Line","PSP",2010,"Fighting","SouthPeak Games",0.05,0,0,0,0.05,6.5,"T"
"Sacred 3","X360",2014,"Role-Playing","Deep Silver",0.03,0.02,0,0,0.05,4.1,"M"
"Venetica","PC",2009,"Role-Playing","DTP Entertainment",0,0.04,0,0.01,0.05,6.8,"T"
"Operation Flashpoint: Dragon Rising","PC",2009,"Shooter","Codemasters",0.02,0.03,0,0.01,0.05,4.9,"M"
"Wasteland 2","XOne",2015,"Role-Playing","Deep Silver",0.04,0.01,0,0.01,0.05,7.1,"M"
"DoDonPachi Resurrection","X360",2010,"Shooter","Rising Star Games",0,0.04,0,0.01,0.05,8.6,""
"MorphX","X360",2010,"Shooter","505 Games",0.05,0,0,0,0.05,6.6,"M"
"Sigma Star Saga","GBA",2005,"Role-Playing","Atari",0.04,0.01,0,0,0.05,8.2,"E10+"
"FIFA Soccer 2004","GBA",2003,"Sports","Electronic Arts",0.04,0.01,0,0,0.05,7.9,"E"
"Disney's Party","GC",2002,"Misc","Electronic Arts",0.04,0.01,0,0,0.05,7.8,"E"
"The Bureau: XCOM Declassified","PC",2013,"Shooter","Take-Two Interactive",0,0.05,0,0,0.05,6.5,"M"
"Nanostray 2","DS",2008,"Shooter","Codemasters",0.03,0.01,0,0,0.05,7.8,"E"
"Dokapon Journey","DS",2008,"Role-Playing","Sting",0.05,0,0,0,0.05,7,"E10+"
"Metal Slug Anthology","PSP",2007,"Shooter","Ignition Entertainment",0.02,0,0.02,0.01,0.05,7.4,"T"
"Back to the Future: The Game","Wii",2011,"Adventure","Telltale Games",0.05,0,0,0,0.05,4.1,"T"
"Phantom Crash","XB",2002,"Simulation","Phantagram",0.03,0.01,0.01,0,0.05,8.3,"T"
"Yanya Caballista: City Skater","PS2",2001,"Sports","Tecmo Koei",0.02,0.02,0,0.01,0.05,6.3,"E"
"The Typing of the Dead","DC",2000,"Shooter","Sega",0,0,0.05,0,0.05,7.8,"M"
"Jenga World Tour","Wii",2007,"Misc","Atari",0.05,0,0,0,0.05,2.8,"E"
"Tenchu: Dark Secret","DS",2006,"Action","From Software",0.03,0,0.01,0,0.05,5.1,"T"
"Shrek Super Party","GC",2003,"Misc","TDK Mediactive",0.04,0.01,0,0,0.05,7.3,"E"
"Second Sight","GC",2004,"Adventure","Codemasters",0.04,0.01,0,0,0.05,8.5,"T"
"SpongeBob SquarePants: Plankton's Robotic Revenge","WiiU",2013,"Shooter","Activision",0,0.05,0,0,0.05,6.2,"E10+"
"Rave Master","GC",2002,"Fighting","Konami Digital Entertainment",0,0,0.05,0,0.05,6.3,"T"
"Bejeweled Twist","PC",2008,"Puzzle","PopCap Games",0.01,0.04,0,0.01,0.05,7.3,"E"
"Steins;Gate 0","PS4",2015,"Adventure","PQube",0,0,0.05,0,0.05,8.3,"M"
"Ivy the Kiwi?","DS",2010,"Puzzle","Rising Star Games",0.04,0,0,0,0.05,6.3,"E"
"Hail to the Chimp","PS3",2008,"Misc","Gamecock",0.05,0,0,0,0.05,4.5,"T"
"Alias","XB",2004,"Action","Acclaim Entertainment",0.04,0.01,0,0,0.05,6,"T"
"OutRun 2006: Coast 2 Coast","PS2",2006,"Racing","Sega",0.02,0.01,0.01,0,0.05,8.8,"E"
"Arx Fatalis","XB",2003,"Role-Playing","Mindscape",0.04,0.01,0,0,0.05,8.2,"M"
"Ride","PS3",2015,"Racing","Milestone S.r.l.",0,0.03,0.01,0.01,0.05,4.8,""
"Dr. Seuss: Green Eggs and Ham","GBA",2003,"Action","NewKidCo",0.04,0.01,0,0,0.05,9,"E"
"Zumba Fitness Core","X360",2012,"Misc","505 Games",0,0.05,0,0,0.05,6.7,"E10+"
"Guilty Gear Dust Strikers","DS",2006,"Fighting","Majesco Entertainment",0.05,0,0,0,0.05,5.8,"T"
"Dark Summit","GC",2002,"Sports","THQ",0.04,0.01,0,0,0.05,4.5,"T"
"Star Wars: Republic Commando","PC",2005,"Shooter","LucasArts",0,0.04,0,0.01,0.05,8.7,"T"
"The Lost Vikings","GBA",2003,"Puzzle","Activision",0.04,0.01,0,0,0.05,9.1,"E"
"Plants vs. Zombies","PC",2009,"Strategy","PopCap Games",0,0.04,0,0.01,0.05,8.9,"E10+"
"Secret Files: Tunguska","DS",2008,"Adventure","Deep Silver",0.04,0.01,0,0,0.05,7.6,"T"
"Stretch Panic","PS2",2001,"Platform","Midas Interactive Entertainment",0.02,0.02,0,0.01,0.05,7.8,"T"
"Blazing Souls: Accelate","PSP",2009,"Role-Playing","Idea Factory",0.04,0,0.01,0,0.05,7.8,"T"
"PQ2: Practical Intelligence Quotient","PSP",2006,"Puzzle","D3Publisher",0.04,0,0,0,0.05,7.8,"E"
"Metroid Prime: Federation Force","3DS",2016,"Action","Nintendo",0.02,0.01,0.01,0,0.05,5.1,"T"
"Natural Doctrine","PS3",2014,"Role-Playing","Nippon Ichi Software",0.03,0.01,0.01,0.01,0.05,8.1,"M"
"DiRT 2","PC",2009,"Racing","Codemasters",0,0.04,0,0.01,0.05,8.2,"T"
"Payday 2","PC",2013,"Shooter","505 Games",0.04,0,0,0.01,0.05,3.4,"M"
"Woody Woodpecker: Escape from Buzz Buzzard Park","PS2",2001,"Platform","DreamCatcher Interactive",0.02,0.02,0,0.01,0.05,7.4,"E"
"Furu Furu Park","Wii",2007,"Misc","Taito",0.05,0,0,0,0.05,4.8,"E10+"
"Hatsune Miku: Project Diva X","PS4",2016,"Misc","Sega",0.02,0,0.02,0,0.05,7.4,"T"
"Whirl Tour","GC",2002,"Sports","Vivendi Games",0.04,0.01,0,0,0.05,9,"E"
"Grand Ages: Medieval","PC",2015,"Strategy","Kalypso Media",0,0.05,0,0,0.05,5.4,"T"
"Saints Row: Gat out of Hell","PS4",2015,"Action","Deep Silver",0,0.04,0,0.01,0.05,5.7,"M"
"Stunt GP","PS2",2001,"Racing","Titus",0.02,0.02,0,0.01,0.05,8.1,"E"
"Plants vs. Zombies: Garden Warfare 2","PC",2016,"Shooter","Electronic Arts",0,0.04,0,0,0.05,7.5,"E10+"
"Singularity","PC",2010,"Shooter","Mastertronic",0,0.04,0,0.01,0.05,7.7,"M"
"NASCAR Heat Evolution","PS4",2016,"Racing","Dusenberry Martin Racing",0.04,0,0,0.01,0.05,3.8,"E"
"Ms Saga: A New Dawn","PS2",2005,"Role-Playing","Namco Bandai Games",0.02,0.02,0,0.01,0.05,8.6,"E10+"
"Child of Light","PS4",2014,"Role-Playing","Ubisoft",0,0.01,0.04,0,0.05,8,"E10+"
"GrimGrimoire","PS2",2007,"Strategy","Tecmo Koei",0.01,0.01,0.03,0,0.05,7.9,"E10+"
"Deadliest Catch: Alaskan Storm","X360",2008,"Sports","Navarre Corp",0.04,0,0,0,0.05,5.9,"T"
"Crime Life: Gang Wars","XB",2005,"Action","Konami Digital Entertainment",0.04,0.01,0,0,0.05,3.4,"M"
"Rugby 2005","XB",2005,"Sports","Electronic Arts",0.04,0.01,0,0,0.05,7.7,"E"
"Warhammer 40,000: Dawn of War","PC",2004,"Strategy","THQ",0.01,0.03,0,0.01,0.05,8.8,"M"
"Rock 'N Roll Racing","GBA",2003,"Racing","Activision",0.03,0.01,0,0,0.05,9.4,"E"
"Silhouette Mirage","PS",1998,"Platform","ESP",0.03,0.02,0,0,0.05,7.5,"E"
"Dynasty Warriors Vol. 2","PSP",2006,"Action","Tecmo Koei",0.04,0,0,0,0.05,8.1,"T"
"Freelancer","PC",2003,"Simulation","Microsoft Game Studios",0.02,0.02,0,0.01,0.05,9,"T"
"LEGO Indiana Jones 2: The Adventure Continues","PC",2009,"Action","Activision",0.02,0.03,0,0.01,0.05,8,"E10+"
"Rugby 06","PS2",2006,"Sports","Electronic Arts",0.02,0.02,0,0.01,0.05,7.8,"E"
"Fatal Frame II: Crimson Butterfly Director's Cut","XB",2004,"Action","Microsoft Game Studios",0.04,0.01,0,0,0.05,8.3,"M"
"2002 FIFA World Cup","GC",2002,"Sports","Electronic Arts",0.04,0.01,0,0,0.05,7.7,"E"
"The Lord of the Rings: The Battle for Middle-Earth II","X360",2006,"Strategy","Electronic Arts",0,0.04,0,0,0.05,7.5,"T"
"Need for Speed Carbon","PC",2006,"Racing","Electronic Arts",0,0.04,0,0.01,0.05,7.2,"E10+"
"Colin McRae Rally 2005","XB",2004,"Racing","Codemasters",0.04,0.01,0,0,0.05,7.5,"E"
"Saiyuki: Journey West","PS",1999,"Strategy","Tecmo Koei",0.03,0.02,0,0,0.05,7.1,"E"
"Secret Service","X360",2008,"Action","Activision Value",0.04,0,0,0,0.05,5.5,"T"
"Empire Earth","PC",2001,"Strategy","Vivendi Games",0,0.04,0,0.01,0.05,8.2,"T"
"DuckTales: Remastered","PS3",2013,"Action","Capcom",0.01,0.03,0,0.01,0.05,7.4,"E"
"Worms Reloaded","PC",2010,"Strategy","Team17 Software",0,0.04,0,0.01,0.05,6.8,"E10+"
"StarCraft","PC",1998,"Strategy","Activision",0,0.04,0,0.01,0.05,9.1,"T"
"World Championship Pool 2004","PS2",2004,"Sports","Jaleco",0.02,0.02,0,0.01,0.05,6.7,"E"
"B-Boy","PSP",2006,"Misc","Sony Computer Entertainment",0.04,0,0,0,0.05,7.8,"T"
"Kakuto Chojin","XB",2002,"Fighting","Microsoft Game Studios",0.04,0.01,0,0,0.05,7.2,"T"
"Need for Speed Underground","PC",2003,"Racing","Electronic Arts",0,0.04,0,0.01,0.05,8.3,"E"
"Moon","DS",2009,"Adventure","Mastiff",0.04,0,0,0,0.05,7.4,"T"
"Snoopy vs the Red Baron","PSP",2006,"Adventure","Namco Bandai Games",0.04,0,0,0,0.05,7.8,"E10+"
"Virtua Tennis 3","PSP",2007,"Sports","Sega",0.02,0.02,0,0.01,0.05,7.7,"E"
"Raze's Hell","XB",2005,"Shooter","Majesco Entertainment",0.04,0.01,0,0,0.05,8.1,"M"
"Far Cry","PC",2004,"Shooter","Ubisoft",0,0.04,0,0.01,0.05,8.1,"M"
"Hoshigami: Ruining Blue Earth","PS",2001,"Role-Playing","Max Five",0.03,0.02,0,0,0.05,8.7,"E"
"NightCaster II: Equinox","XB",2002,"Action","Jaleco",0.03,0.01,0,0,0.05,7,"T"
"Ship Simulator Extremes","PC",2010,"Simulation","Paradox Interactive",0,0.04,0,0.01,0.05,6.2,"E"
"Time Crisis: Project Titan","PS",2001,"Shooter","Namco Bandai Games",0.03,0.02,0,0,0.05,6.7,"T"
"Billy the Wizard: Rocket Broomstick Racing","Wii",2007,"Racing","Metro 3D",0.04,0,0,0,0.05,0.3,"E"
"Ys: The Ark of Napishtim","PSP",2006,"Role-Playing","Konami Digital Entertainment",0.04,0,0,0,0.05,7.3,"E10+"
"Pro Evolution Soccer 2017","XOne",2016,"Sports","Konami Digital Entertainment",0.01,0.03,0,0,0.05,6.1,"E"
"FIFA Soccer 10","PC",2009,"Sports","Electronic Arts",0,0.04,0,0.01,0.05,3.8,"E"
"Tom Clancy's Rainbow Six: Lockdown","GC",2005,"Shooter","Ubisoft",0.04,0.01,0,0,0.05,7.8,"M"
"The Sims","PC",2000,"Simulation","Electronic Arts",0.01,0.03,0,0.01,0.05,7.9,"T"
"FIFA Manager 12","PC",2011,"Sports","Electronic Arts",0,0.03,0,0.01,0.05,3.9,"E"
"Gitaroo Man","PS2",2001,"Misc","THQ",0.02,0.02,0,0.01,0.05,8.7,"E"
"SpongeBob SquarePants: Plankton's Robotic Revenge","X360",2013,"Shooter","Activision",0.04,0,0,0,0.05,6.1,"E10+"
"Cabela's Trophy Bucks","X360",2007,"Sports","Activision Value",0.04,0,0,0,0.05,3,"T"
"XCOM 2","XOne",2016,"Strategy","Take-Two Interactive",0.02,0.02,0,0,0.05,8.1,"T"
"Yaiba: Ninja Gaiden Z","X360",2014,"Action","Tecmo Koei",0.03,0.01,0,0,0.05,5.3,"M"
"Rock of the Dead","X360",2010,"Shooter","Conspiracy Entertainment",0.04,0,0,0,0.05,4.8,"T"
"Code Lyoko","DS",2007,"Action","Game Factory",0.03,0.01,0,0,0.05,6.8,"E10+"
"Pool Party","Wii",2007,"Sports","SouthPeak Games",0.04,0,0,0,0.05,0.7,"E"
"Rapala Fishing Frenzy 2009","X360",2008,"Sports","Activision",0.04,0,0,0,0.05,7.2,"E"
"Company of Heroes","PC",2006,"Strategy","THQ",0,0.04,0,0.01,0.05,8.8,"M"
"Wonder World Amusement Park","Wii",2008,"Misc","Majesco Entertainment",0.04,0,0,0,0.05,4.5,"E"
"Ride 2","PS4",2016,"Racing","Milestone S.r.l",0,0.04,0,0.01,0.05,8,"E"
"Wing Island","Wii",2006,"Simulation","Konami Digital Entertainment",0.03,0.01,0.01,0,0.05,4.9,"E"
"Silent Hunter: Wolves of the Pacific","PC",2007,"Simulation","Ubisoft",0,0.04,0,0.01,0.05,6.9,"T"
"Wrath Unleashed","XB",2004,"Strategy","LucasArts",0.03,0.01,0,0,0.05,7,"T"
"March of the Penguins","DS",2006,"Adventure","Zoo Digital Publishing",0.04,0,0,0,0.05,1.7,"E"
"Double Dragon Advance","GBA",2003,"Action","Atlus",0.03,0.01,0,0,0.05,8.4,"T"
"The Bible Game","XB",2005,"Misc","Crave Entertainment",0.03,0.01,0,0,0.05,2.7,"E"
"Bubble Bobble Revolution","DS",2005,"Puzzle","Atari",0.04,0,0,0,0.05,6.2,"E"
"Yager","XB",2003,"Shooter","THQ",0.03,0.01,0,0,0.05,9.3,"T"
"Root Letter","PSV",2016,"Adventure","PQube",0,0.03,0.01,0.01,0.05,7.8,"M"
"Futurama","XB",2003,"Platform","SCi",0.03,0.01,0,0,0.05,6.9,"T"
"Supreme Commander","PC",2007,"Strategy","THQ",0,0.04,0,0.01,0.05,8.3,"E10+"
"Pool Hall Pro","Wii",2009,"Sports","Playlogic Game Factory",0.04,0,0,0,0.05,5.3,"E"
"Wolfenstein","PC",2009,"Shooter","Activision",0.01,0.03,0,0.01,0.05,7.3,"M"
"Cesar Millan's Dog Whisperer","DS",2008,"Simulation","Ubisoft",0.04,0,0,0,0.05,8.6,"E"
"Microsoft Train Simulator","PC",2001,"Simulation","Microsoft Game Studios",0,0.04,0,0.01,0.05,8.4,"E"
"Resident Evil 6","XOne",2016,"Shooter","Capcom",0.04,0,0,0,0.05,6.3,"M"
"Assassin's Creed: Altair's Chronicles","DS",2008,"Platform","Ubisoft",0.03,0.01,0,0,0.05,6.3,"T"
"Bad Boys: Miami Takedown","GC",2004,"Shooter","Empire Interactive",0.03,0.01,0,0,0.05,2,"M"
"Fantastic Four: Rise of the Silver Surfer","Wii",2007,"Action","Take-Two Interactive",0.04,0.01,0,0,0.05,5.9,"T"
"Pony Friends","DS",2007,"Simulation","Eidos Interactive",0,0.04,0,0.01,0.04,6.6,"E"
